,PRODUCT-ASSY TYPE,Task,Takt
2049,FPSOCKETNEWINQUIRY,ASSY CHECKING,0.0
2050,LGATSOCKETNEWINQUIRY,ASSY CHECKING,0.0
2051,OTQSOCKETNEWINQUIRY,ASSY CHECKING,0.0
2052,QFNSOCKETNEWINQUIRY,ASSY CHECKING,0.0
2053,STRIPSOCKETNEWINQUIRY,ASSY CHECKING,0.0
2054,WCSPSOCKETNEWINQUIRY,ASSY CHECKING,0.0
2055,JAGUARSOCKETNEWINQUIRY,ASSY CHECKING,0.0
2056,BGATLIDNEWINQUIRY,ASSY CHECKING,0.0
2057,FPLIDNEWINQUIRY,ASSY CHECKING,0.0
2058,LGATLIDNEWINQUIRY,ASSY CHECKING,0.0
2059,OTQLIDNEWINQUIRY,ASSY CHECKING,0.0
2060,QFNLIDNEWINQUIRY,ASSY CHECKING,0.0
2061,STRIPLIDNEWINQUIRY,ASSY CHECKING,0.0
2062,WCSPLIDNEWINQUIRY,ASSY CHECKING,0.0
2063,JAGUARLIDNEWINQUIRY,ASSY CHECKING,0.0
2064,BGATSOCKET & LIDNEWINQUIRY,ASSY CHECKING,0.0
2065,FPSOCKET & LIDNEWINQUIRY,ASSY CHECKING,0.0
2066,LGATSOCKET & LIDNEWINQUIRY,ASSY CHECKING,0.0
2067,OTQSOCKET & LIDNEWINQUIRY,ASSY CHECKING,0.0
2068,QFNSOCKET & LIDNEWINQUIRY,ASSY CHECKING,0.0
2069,STRIPSOCKET & LIDNEWINQUIRY,ASSY CHECKING,0.0
2070,WCSPSOCKET & LIDNEWINQUIRY,ASSY CHECKING,0.0
2071,JAGUARSOCKET & LIDNEWINQUIRY,ASSY CHECKING,0.0
2072,BGATPARTNEWINQUIRY,ASSY CHECKING,0.0
2073,FPPARTNEWINQUIRY,ASSY CHECKING,0.0
2074,LGATPARTNEWINQUIRY,ASSY CHECKING,0.0
2075,OTQPARTNEWINQUIRY,ASSY CHECKING,0.0
2076,QFNPARTNEWINQUIRY,ASSY CHECKING,0.0
2077,STRIPPARTNEWINQUIRY,ASSY CHECKING,0.0
2078,WCSPPARTNEWINQUIRY,ASSY CHECKING,0.0
2079,JAGUARPARTNEWINQUIRY,ASSY CHECKING,0.0
2080,BGATSOCKETW/ REFINQUIRY,ASSY CHECKING,0.0
2081,FPSOCKETW/ REFINQUIRY,ASSY CHECKING,0.0
2082,LGATSOCKETW/ REFINQUIRY,ASSY CHECKING,0.0
2083,OTQSOCKETW/ REFINQUIRY,ASSY CHECKING,0.0
2084,QFNSOCKETW/ REFINQUIRY,ASSY CHECKING,0.0
2085,STRIPSOCKETW/ REFINQUIRY,ASSY CHECKING,0.0
2086,WCSPSOCKETW/ REFINQUIRY,ASSY CHECKING,0.0
2087,JAGUARSOCKETW/ REFINQUIRY,ASSY CHECKING,0.0
2088,BGATLIDW/ REFINQUIRY,ASSY CHECKING,0.0
2089,FPLIDW/ REFINQUIRY,ASSY CHECKING,0.0
2090,LGATLIDW/ REFINQUIRY,ASSY CHECKING,0.0
2091,OTQLIDW/ REFINQUIRY,ASSY CHECKING,0.0
2092,QFNLIDW/ REFINQUIRY,ASSY CHECKING,0.0
2093,STRIPLIDW/ REFINQUIRY,ASSY CHECKING,0.0
2094,WCSPLIDW/ REFINQUIRY,ASSY CHECKING,0.0
2095,JAGUARLIDW/ REFINQUIRY,ASSY CHECKING,0.0
2096,BGATSOCKET & LIDW/ REFINQUIRY,ASSY CHECKING,0.0
2097,FPSOCKET & LIDW/ REFINQUIRY,ASSY CHECKING,0.0
2098,LGATSOCKET & LIDW/ REFINQUIRY,ASSY CHECKING,0.0
2099,OTQSOCKET & LIDW/ REFINQUIRY,ASSY CHECKING,0.0
2100,QFNSOCKET & LIDW/ REFINQUIRY,ASSY CHECKING,0.0
2101,STRIPSOCKET & LIDW/ REFINQUIRY,ASSY CHECKING,0.0
2102,WCSPSOCKET & LIDW/ REFINQUIRY,ASSY CHECKING,0.0
2103,JAGUARSOCKET & LIDW/ REFINQUIRY,ASSY CHECKING,0.0
2104,BGATPARTW/ REFINQUIRY,ASSY CHECKING,0.0
2105,FPPARTW/ REFINQUIRY,ASSY CHECKING,0.0
2106,LGATPARTW/ REFINQUIRY,ASSY CHECKING,0.0
2107,OTQPARTW/ REFINQUIRY,ASSY CHECKING,0.0
2108,QFNPARTW/ REFINQUIRY,ASSY CHECKING,0.0
2109,STRIPPARTW/ REFINQUIRY,ASSY CHECKING,0.0
2110,WCSPPARTW/ REFINQUIRY,ASSY CHECKING,0.0
2111,JAGUARPARTW/ REFINQUIRY,ASSY CHECKING,0.0
2112,BGATSOCKETNEWPO,ASSY CHECKING,4.25
2113,FPSOCKETNEWPO,ASSY CHECKING,1.0
2114,LGATSOCKETNEWPO,ASSY CHECKING,4.25
2115,OTQSOCKETNEWPO,ASSY CHECKING,4.25
2116,QFNSOCKETNEWPO,ASSY CHECKING,1.0
2117,STRIPSOCKETNEWPO,ASSY CHECKING,4.25
2118,WCSPSOCKETNEWPO,ASSY CHECKING,3.8499999999999996
2119,JAGUARSOCKETNEWPO,ASSY CHECKING,4.766666666666667
2120,BGATLIDNEWPO,ASSY CHECKING,3.0
2121,FPLIDNEWPO,ASSY CHECKING,1.0
2122,LGATLIDNEWPO,ASSY CHECKING,3.0
2123,OTQLIDNEWPO,ASSY CHECKING,3.0
2124,QFNLIDNEWPO,ASSY CHECKING,1.0
2125,STRIPLIDNEWPO,ASSY CHECKING,3.0
2126,WCSPLIDNEWPO,ASSY CHECKING,3.8499999999999996
2127,JAGUARLIDNEWPO,ASSY CHECKING,2.9071428571428575
2128,BGATPARTNEWPO,ASSY CHECKING,0.0
2129,FPPARTNEWPO,ASSY CHECKING,0.0
2130,LGATPARTNEWPO,ASSY CHECKING,0.0
2131,OTQPARTNEWPO,ASSY CHECKING,0.0
2132,QFNPARTNEWPO,ASSY CHECKING,0.0
2133,STRIPPARTNEWPO,ASSY CHECKING,0.0
2134,WCSPPARTNEWPO,ASSY CHECKING,0.0
2135,JAGUARPARTNEWPO,ASSY CHECKING,0.0
2136,BGATSOCKET & LIDNEWPO,ASSY CHECKING,7.25
2137,FPSOCKET & LIDNEWPO,ASSY CHECKING,4.5
2138,LGATSOCKET & LIDNEWPO,ASSY CHECKING,7.25
2139,OTQSOCKET & LIDNEWPO,ASSY CHECKING,7.25
2140,QFNSOCKET & LIDNEWPO,ASSY CHECKING,4.5
2141,STRIPSOCKET & LIDNEWPO,ASSY CHECKING,7.25
2142,WCSPSOCKET & LIDNEWPO,ASSY CHECKING,7.699999999999999
2143,JAGUARSOCKET & LIDNEWPO,ASSY CHECKING,6.3310344827586205
2144,BGATSOCKETW/ REFPO,ASSY CHECKING,3.0
2145,FPSOCKETW/ REFPO,ASSY CHECKING,2.2
2146,LGATSOCKETW/ REFPO,ASSY CHECKING,3.0
2147,OTQSOCKETW/ REFPO,ASSY CHECKING,3.0
2148,QFNSOCKETW/ REFPO,ASSY CHECKING,0.5
2149,STRIPSOCKETW/ REFPO,ASSY CHECKING,3.0
2150,WCSPSOCKETW/ REFPO,ASSY CHECKING,3.0
2151,JAGUARSOCKETW/ REFPO,ASSY CHECKING,3.1655172413793102
2152,BGATLIDW/ REFPO,ASSY CHECKING,2.5
2153,FPLIDW/ REFPO,ASSY CHECKING,2.75
2154,LGATLIDW/ REFPO,ASSY CHECKING,2.5
2155,OTQLIDW/ REFPO,ASSY CHECKING,2.5
2156,QFNLIDW/ REFPO,ASSY CHECKING,1.5
2157,STRIPLIDW/ REFPO,ASSY CHECKING,3.0
2158,WCSPLIDW/ REFPO,ASSY CHECKING,3.0
2159,JAGUARLIDW/ REFPO,ASSY CHECKING,3.1655172413793102
2160,BGATPARTW/ REFPO,ASSY CHECKING,0.0
2161,FPPARTW/ REFPO,ASSY CHECKING,0.0
2162,LGATPARTW/ REFPO,ASSY CHECKING,0.0
2163,OTQPARTW/ REFPO,ASSY CHECKING,0.0
2164,QFNPARTW/ REFPO,ASSY CHECKING,0.0
2165,STRIPPARTW/ REFPO,ASSY CHECKING,0.0
2166,WCSPPARTW/ REFPO,ASSY CHECKING,0.0
2167,JAGUARPARTW/ REFPO,ASSY CHECKING,0.0
2168,BGATSOCKET & LIDW/ REFPO,ASSY CHECKING,5.5
2169,FPSOCKET & LIDW/ REFPO,ASSY CHECKING,3.0
2170,LGATSOCKET & LIDW/ REFPO,ASSY CHECKING,5.5
2171,OTQSOCKET & LIDW/ REFPO,ASSY CHECKING,5.5
2172,QFNSOCKET & LIDW/ REFPO,ASSY CHECKING,3.0
2173,STRIPSOCKET & LIDW/ REFPO,ASSY CHECKING,6.0
2174,WCSPSOCKET & LIDW/ REFPO,ASSY CHECKING,6.0
2175,JAGUARSOCKET & LIDW/ REFPO,ASSY CHECKING,6.3310344827586205
2176,BGATSOCKETNEWINQUIRY,CUSTOMER REVISION,0.0
2177,FPSOCKETNEWINQUIRY,CUSTOMER REVISION,0.0
2178,LGATSOCKETNEWINQUIRY,CUSTOMER REVISION,0.0
2179,OTQSOCKETNEWINQUIRY,CUSTOMER REVISION,0.0
2180,QFNSOCKETNEWINQUIRY,CUSTOMER REVISION,0.0
2181,STRIPSOCKETNEWINQUIRY,CUSTOMER REVISION,0.0
2182,WCSPSOCKETNEWINQUIRY,CUSTOMER REVISION,0.0
2183,JAGUARSOCKETNEWINQUIRY,CUSTOMER REVISION,0.0
2184,BGATLIDNEWINQUIRY,CUSTOMER REVISION,0.0
2185,FPLIDNEWINQUIRY,CUSTOMER REVISION,0.0
2186,LGATLIDNEWINQUIRY,CUSTOMER REVISION,0.0
2187,OTQLIDNEWINQUIRY,CUSTOMER REVISION,0.0
2188,QFNLIDNEWINQUIRY,CUSTOMER REVISION,0.0
2189,STRIPLIDNEWINQUIRY,CUSTOMER REVISION,0.0
2190,WCSPLIDNEWINQUIRY,CUSTOMER REVISION,0.0
2191,JAGUARLIDNEWINQUIRY,CUSTOMER REVISION,0.0
2192,BGATSOCKET & LIDNEWINQUIRY,CUSTOMER REVISION,0.0
2193,FPSOCKET & LIDNEWINQUIRY,CUSTOMER REVISION,0.0
2194,LGATSOCKET & LIDNEWINQUIRY,CUSTOMER REVISION,0.0
2195,OTQSOCKET & LIDNEWINQUIRY,CUSTOMER REVISION,0.0
2196,QFNSOCKET & LIDNEWINQUIRY,CUSTOMER REVISION,0.0
2197,STRIPSOCKET & LIDNEWINQUIRY,CUSTOMER REVISION,0.0
2198,WCSPSOCKET & LIDNEWINQUIRY,CUSTOMER REVISION,0.0
2199,JAGUARSOCKET & LIDNEWINQUIRY,CUSTOMER REVISION,0.0
2200,BGATPARTNEWINQUIRY,CUSTOMER REVISION,0.0
2201,FPPARTNEWINQUIRY,CUSTOMER REVISION,0.0
2202,LGATPARTNEWINQUIRY,CUSTOMER REVISION,0.0
2203,OTQPARTNEWINQUIRY,CUSTOMER REVISION,0.0
2204,QFNPARTNEWINQUIRY,CUSTOMER REVISION,0.0
2205,STRIPPARTNEWINQUIRY,CUSTOMER REVISION,0.0
2206,WCSPPARTNEWINQUIRY,CUSTOMER REVISION,0.0
2207,JAGUARPARTNEWINQUIRY,CUSTOMER REVISION,0.0
2208,BGATSOCKETW/ REFINQUIRY,CUSTOMER REVISION,0.0
2209,FPSOCKETW/ REFINQUIRY,CUSTOMER REVISION,0.0
2210,LGATSOCKETW/ REFINQUIRY,CUSTOMER REVISION,0.0
2211,OTQSOCKETW/ REFINQUIRY,CUSTOMER REVISION,0.0
2212,QFNSOCKETW/ REFINQUIRY,CUSTOMER REVISION,0.0
2213,STRIPSOCKETW/ REFINQUIRY,CUSTOMER REVISION,0.0
2214,WCSPSOCKETW/ REFINQUIRY,CUSTOMER REVISION,0.0
2215,JAGUARSOCKETW/ REFINQUIRY,CUSTOMER REVISION,0.0
2216,BGATLIDW/ REFINQUIRY,CUSTOMER REVISION,0.0
2217,FPLIDW/ REFINQUIRY,CUSTOMER REVISION,0.0
2218,LGATLIDW/ REFINQUIRY,CUSTOMER REVISION,0.0
2219,OTQLIDW/ REFINQUIRY,CUSTOMER REVISION,0.0
2220,QFNLIDW/ REFINQUIRY,CUSTOMER REVISION,0.0
2221,STRIPLIDW/ REFINQUIRY,CUSTOMER REVISION,0.0
2222,WCSPLIDW/ REFINQUIRY,CUSTOMER REVISION,0.0
2223,JAGUARLIDW/ REFINQUIRY,CUSTOMER REVISION,0.0
2224,BGATSOCKET & LIDW/ REFINQUIRY,CUSTOMER REVISION,0.0
2225,FPSOCKET & LIDW/ REFINQUIRY,CUSTOMER REVISION,0.0
2226,LGATSOCKET & LIDW/ REFINQUIRY,CUSTOMER REVISION,0.0
2227,OTQSOCKET & LIDW/ REFINQUIRY,CUSTOMER REVISION,0.0
2228,QFNSOCKET & LIDW/ REFINQUIRY,CUSTOMER REVISION,0.0
2229,STRIPSOCKET & LIDW/ REFINQUIRY,CUSTOMER REVISION,0.0
2230,WCSPSOCKET & LIDW/ REFINQUIRY,CUSTOMER REVISION,0.0
2231,JAGUARSOCKET & LIDW/ REFINQUIRY,CUSTOMER REVISION,0.0
2232,BGATPARTW/ REFINQUIRY,CUSTOMER REVISION,0.0
2233,FPPARTW/ REFINQUIRY,CUSTOMER REVISION,0.0
2234,LGATPARTW/ REFINQUIRY,CUSTOMER REVISION,0.0
2235,OTQPARTW/ REFINQUIRY,CUSTOMER REVISION,0.0
2236,QFNPARTW/ REFINQUIRY,CUSTOMER REVISION,0.0
2237,STRIPPARTW/ REFINQUIRY,CUSTOMER REVISION,0.0
2238,WCSPPARTW/ REFINQUIRY,CUSTOMER REVISION,0.0
2239,JAGUARPARTW/ REFINQUIRY,CUSTOMER REVISION,0.0
2240,BGATSOCKETNEWPO,CUSTOMER REVISION,0.0
2241,FPSOCKETNEWPO,CUSTOMER REVISION,0.0
2242,LGATSOCKETNEWPO,CUSTOMER REVISION,0.0
2243,OTQSOCKETNEWPO,CUSTOMER REVISION,0.0
2244,QFNSOCKETNEWPO,CUSTOMER REVISION,0.0
2245,STRIPSOCKETNEWPO,CUSTOMER REVISION,0.0
2246,WCSPSOCKETNEWPO,CUSTOMER REVISION,0.0
2247,JAGUARSOCKETNEWPO,CUSTOMER REVISION,0.0
2248,BGATLIDNEWPO,CUSTOMER REVISION,0.0
2249,FPLIDNEWPO,CUSTOMER REVISION,0.0
2250,LGATLIDNEWPO,CUSTOMER REVISION,0.0
2251,OTQLIDNEWPO,CUSTOMER REVISION,0.0
2252,QFNLIDNEWPO,CUSTOMER REVISION,0.0
2253,STRIPLIDNEWPO,CUSTOMER REVISION,0.0
2254,WCSPLIDNEWPO,CUSTOMER REVISION,0.0
2255,JAGUARLIDNEWPO,CUSTOMER REVISION,0.0
2256,BGATPARTNEWPO,CUSTOMER REVISION,0.0
2257,FPPARTNEWPO,CUSTOMER REVISION,0.0
2258,LGATPARTNEWPO,CUSTOMER REVISION,0.0
2259,OTQPARTNEWPO,CUSTOMER REVISION,0.0
2260,QFNPARTNEWPO,CUSTOMER REVISION,0.0
2261,STRIPPARTNEWPO,CUSTOMER REVISION,0.0
2262,WCSPPARTNEWPO,CUSTOMER REVISION,0.0
2263,JAGUARPARTNEWPO,CUSTOMER REVISION,0.0
2264,BGATSOCKET & LIDNEWPO,CUSTOMER REVISION,0.0
2265,FPSOCKET & LIDNEWPO,CUSTOMER REVISION,0.0
2266,LGATSOCKET & LIDNEWPO,CUSTOMER REVISION,0.0
2267,OTQSOCKET & LIDNEWPO,CUSTOMER REVISION,0.0
2268,QFNSOCKET & LIDNEWPO,CUSTOMER REVISION,0.0
2269,STRIPSOCKET & LIDNEWPO,CUSTOMER REVISION,0.0
2270,WCSPSOCKET & LIDNEWPO,CUSTOMER REVISION,0.0
2271,JAGUARSOCKET & LIDNEWPO,CUSTOMER REVISION,0.0
2272,BGATSOCKETW/ REFPO,CUSTOMER REVISION,0.0
2273,FPSOCKETW/ REFPO,CUSTOMER REVISION,0.0
2274,LGATSOCKETW/ REFPO,CUSTOMER REVISION,0.0
2275,OTQSOCKETW/ REFPO,CUSTOMER REVISION,0.0
2276,QFNSOCKETW/ REFPO,CUSTOMER REVISION,0.0
2277,STRIPSOCKETW/ REFPO,CUSTOMER REVISION,0.0
2278,WCSPSOCKETW/ REFPO,CUSTOMER REVISION,0.0
2279,JAGUARSOCKETW/ REFPO,CUSTOMER REVISION,0.0
2280,BGATLIDW/ REFPO,CUSTOMER REVISION,0.0
2281,FPLIDW/ REFPO,CUSTOMER REVISION,0.0
2282,LGATLIDW/ REFPO,CUSTOMER REVISION,0.0
2283,OTQLIDW/ REFPO,CUSTOMER REVISION,0.0
2284,QFNLIDW/ REFPO,CUSTOMER REVISION,0.0
2285,STRIPLIDW/ REFPO,CUSTOMER REVISION,0.0
2286,WCSPLIDW/ REFPO,CUSTOMER REVISION,0.0
2287,JAGUARLIDW/ REFPO,CUSTOMER REVISION,0.0
2288,BGATPARTW/ REFPO,CUSTOMER REVISION,0.0
2289,FPPARTW/ REFPO,CUSTOMER REVISION,0.0
2290,LGATPARTW/ REFPO,CUSTOMER REVISION,0.0
2291,OTQPARTW/ REFPO,CUSTOMER REVISION,0.0
2292,QFNPARTW/ REFPO,CUSTOMER REVISION,0.0
2293,STRIPPARTW/ REFPO,CUSTOMER REVISION,0.0
2294,WCSPPARTW/ REFPO,CUSTOMER REVISION,0.0
2295,JAGUARPARTW/ REFPO,CUSTOMER REVISION,0.0
2296,BGATSOCKET & LIDW/ REFPO,CUSTOMER REVISION,0.0
2297,FPSOCKET & LIDW/ REFPO,CUSTOMER REVISION,0.0
2298,LGATSOCKET & LIDW/ REFPO,CUSTOMER REVISION,0.0
2299,OTQSOCKET & LIDW/ REFPO,CUSTOMER REVISION,0.0
2300,QFNSOCKET & LIDW/ REFPO,CUSTOMER REVISION,0.0
2301,STRIPSOCKET & LIDW/ REFPO,CUSTOMER REVISION,0.0
2302,WCSPSOCKET & LIDW/ REFPO,CUSTOMER REVISION,0.0
2303,JAGUARSOCKET & LIDW/ REFPO,CUSTOMER REVISION,0.0
2304,BGATSOCKETNEWINQUIRY,INTERNAL REVISION,0.0
2305,FPSOCKETNEWINQUIRY,INTERNAL REVISION,0.0
2306,LGATSOCKETNEWINQUIRY,INTERNAL REVISION,0.0
2307,OTQSOCKETNEWINQUIRY,INTERNAL REVISION,0.0
2308,QFNSOCKETNEWINQUIRY,INTERNAL REVISION,0.0
2309,STRIPSOCKETNEWINQUIRY,INTERNAL REVISION,0.0
2310,WCSPSOCKETNEWINQUIRY,INTERNAL REVISION,0.0
2311,JAGUARSOCKETNEWINQUIRY,INTERNAL REVISION,0.0
2312,BGATLIDNEWINQUIRY,INTERNAL REVISION,0.0
2313,FPLIDNEWINQUIRY,INTERNAL REVISION,0.0
2314,LGATLIDNEWINQUIRY,INTERNAL REVISION,0.0
2315,OTQLIDNEWINQUIRY,INTERNAL REVISION,0.0
2316,QFNLIDNEWINQUIRY,INTERNAL REVISION,0.0
2317,STRIPLIDNEWINQUIRY,INTERNAL REVISION,0.0
2318,WCSPLIDNEWINQUIRY,INTERNAL REVISION,0.0
2319,JAGUARLIDNEWINQUIRY,INTERNAL REVISION,0.0
2320,BGATSOCKET & LIDNEWINQUIRY,INTERNAL REVISION,0.0
2321,FPSOCKET & LIDNEWINQUIRY,INTERNAL REVISION,0.0
2322,LGATSOCKET & LIDNEWINQUIRY,INTERNAL REVISION,0.0
2323,OTQSOCKET & LIDNEWINQUIRY,INTERNAL REVISION,0.0
2324,QFNSOCKET & LIDNEWINQUIRY,INTERNAL REVISION,0.0
2325,STRIPSOCKET & LIDNEWINQUIRY,INTERNAL REVISION,0.0
2326,WCSPSOCKET & LIDNEWINQUIRY,INTERNAL REVISION,0.0
2327,JAGUARSOCKET & LIDNEWINQUIRY,INTERNAL REVISION,0.0
2328,BGATPARTNEWINQUIRY,INTERNAL REVISION,0.0
2329,FPPARTNEWINQUIRY,INTERNAL REVISION,0.0
2330,LGATPARTNEWINQUIRY,INTERNAL REVISION,0.0
2331,OTQPARTNEWINQUIRY,INTERNAL REVISION,0.0
2332,QFNPARTNEWINQUIRY,INTERNAL REVISION,0.0
2333,STRIPPARTNEWINQUIRY,INTERNAL REVISION,0.0
2334,WCSPPARTNEWINQUIRY,INTERNAL REVISION,0.0
2335,JAGUARPARTNEWINQUIRY,INTERNAL REVISION,0.0
2336,BGATSOCKETW/ REFINQUIRY,INTERNAL REVISION,0.0
2337,FPSOCKETW/ REFINQUIRY,INTERNAL REVISION,0.0
2338,LGATSOCKETW/ REFINQUIRY,INTERNAL REVISION,0.0
2339,OTQSOCKETW/ REFINQUIRY,INTERNAL REVISION,0.0
2340,QFNSOCKETW/ REFINQUIRY,INTERNAL REVISION,0.0
2341,STRIPSOCKETW/ REFINQUIRY,INTERNAL REVISION,0.0
2342,WCSPSOCKETW/ REFINQUIRY,INTERNAL REVISION,0.0
2343,JAGUARSOCKETW/ REFINQUIRY,INTERNAL REVISION,0.0
2344,BGATLIDW/ REFINQUIRY,INTERNAL REVISION,0.0
2345,FPLIDW/ REFINQUIRY,INTERNAL REVISION,0.0
2346,LGATLIDW/ REFINQUIRY,INTERNAL REVISION,0.0
2347,OTQLIDW/ REFINQUIRY,INTERNAL REVISION,0.0
2348,QFNLIDW/ REFINQUIRY,INTERNAL REVISION,0.0
2349,STRIPLIDW/ REFINQUIRY,INTERNAL REVISION,0.0
2350,WCSPLIDW/ REFINQUIRY,INTERNAL REVISION,0.0
2351,JAGUARLIDW/ REFINQUIRY,INTERNAL REVISION,0.0
2352,BGATSOCKET & LIDW/ REFINQUIRY,INTERNAL REVISION,0.0
2353,FPSOCKET & LIDW/ REFINQUIRY,INTERNAL REVISION,0.0
2354,LGATSOCKET & LIDW/ REFINQUIRY,INTERNAL REVISION,0.0
2355,OTQSOCKET & LIDW/ REFINQUIRY,INTERNAL REVISION,0.0
2356,QFNSOCKET & LIDW/ REFINQUIRY,INTERNAL REVISION,0.0
2357,STRIPSOCKET & LIDW/ REFINQUIRY,INTERNAL REVISION,0.0
2358,WCSPSOCKET & LIDW/ REFINQUIRY,INTERNAL REVISION,0.0
2359,JAGUARSOCKET & LIDW/ REFINQUIRY,INTERNAL REVISION,0.0
2360,BGATPARTW/ REFINQUIRY,INTERNAL REVISION,0.0
2361,FPPARTW/ REFINQUIRY,INTERNAL REVISION,0.0
2362,LGATPARTW/ REFINQUIRY,INTERNAL REVISION,0.0
2363,OTQPARTW/ REFINQUIRY,INTERNAL REVISION,0.0
2364,QFNPARTW/ REFINQUIRY,INTERNAL REVISION,0.0
2365,STRIPPARTW/ REFINQUIRY,INTERNAL REVISION,0.0
2366,WCSPPARTW/ REFINQUIRY,INTERNAL REVISION,0.0
2367,JAGUARPARTW/ REFINQUIRY,INTERNAL REVISION,0.0
2368,BGATSOCKETNEWPO,INTERNAL REVISION,0.0
2369,FPSOCKETNEWPO,INTERNAL REVISION,0.0
2370,LGATSOCKETNEWPO,INTERNAL REVISION,0.0
2371,OTQSOCKETNEWPO,INTERNAL REVISION,0.0
2372,QFNSOCKETNEWPO,INTERNAL REVISION,0.0
2373,STRIPSOCKETNEWPO,INTERNAL REVISION,0.0
2374,WCSPSOCKETNEWPO,INTERNAL REVISION,0.0
2375,JAGUARSOCKETNEWPO,INTERNAL REVISION,0.0
2376,BGATLIDNEWPO,INTERNAL REVISION,0.0
2377,FPLIDNEWPO,INTERNAL REVISION,0.0
2378,LGATLIDNEWPO,INTERNAL REVISION,0.0
2379,OTQLIDNEWPO,INTERNAL REVISION,0.0
2380,QFNLIDNEWPO,INTERNAL REVISION,0.0
2381,STRIPLIDNEWPO,INTERNAL REVISION,0.0
2382,WCSPLIDNEWPO,INTERNAL REVISION,0.0
2383,JAGUARLIDNEWPO,INTERNAL REVISION,0.0
2384,BGATPARTNEWPO,INTERNAL REVISION,0.0
2385,FPPARTNEWPO,INTERNAL REVISION,0.0
2386,LGATPARTNEWPO,INTERNAL REVISION,0.0
2387,OTQPARTNEWPO,INTERNAL REVISION,0.0
2388,QFNPARTNEWPO,INTERNAL REVISION,0.0
2389,STRIPPARTNEWPO,INTERNAL REVISION,0.0
2390,WCSPPARTNEWPO,INTERNAL REVISION,0.0
2391,JAGUARPARTNEWPO,INTERNAL REVISION,0.0
2392,BGATSOCKET & LIDNEWPO,INTERNAL REVISION,0.0
2393,FPSOCKET & LIDNEWPO,INTERNAL REVISION,0.0
2394,LGATSOCKET & LIDNEWPO,INTERNAL REVISION,0.0
2395,OTQSOCKET & LIDNEWPO,INTERNAL REVISION,0.0
2396,QFNSOCKET & LIDNEWPO,INTERNAL REVISION,0.0
2397,STRIPSOCKET & LIDNEWPO,INTERNAL REVISION,0.0
2398,WCSPSOCKET & LIDNEWPO,INTERNAL REVISION,0.0
2399,JAGUARSOCKET & LIDNEWPO,INTERNAL REVISION,0.0
2400,BGATSOCKETW/ REFPO,INTERNAL REVISION,0.0
2401,FPSOCKETW/ REFPO,INTERNAL REVISION,0.0
2402,LGATSOCKETW/ REFPO,INTERNAL REVISION,0.0
2403,OTQSOCKETW/ REFPO,INTERNAL REVISION,0.0
2404,QFNSOCKETW/ REFPO,INTERNAL REVISION,0.0
2405,STRIPSOCKETW/ REFPO,INTERNAL REVISION,0.0
2406,WCSPSOCKETW/ REFPO,INTERNAL REVISION,0.0
2407,JAGUARSOCKETW/ REFPO,INTERNAL REVISION,0.0
2408,BGATLIDW/ REFPO,INTERNAL REVISION,0.0
2409,FPLIDW/ REFPO,INTERNAL REVISION,0.0
2410,LGATLIDW/ REFPO,INTERNAL REVISION,0.0
2411,OTQLIDW/ REFPO,INTERNAL REVISION,0.0
2412,QFNLIDW/ REFPO,INTERNAL REVISION,0.0
2413,STRIPLIDW/ REFPO,INTERNAL REVISION,0.0
2414,WCSPLIDW/ REFPO,INTERNAL REVISION,0.0
2415,JAGUARLIDW/ REFPO,INTERNAL REVISION,0.0
2416,BGATPARTW/ REFPO,INTERNAL REVISION,0.0
2417,FPPARTW/ REFPO,INTERNAL REVISION,0.0
2418,LGATPARTW/ REFPO,INTERNAL REVISION,0.0
2419,OTQPARTW/ REFPO,INTERNAL REVISION,0.0
2420,QFNPARTW/ REFPO,INTERNAL REVISION,0.0
2421,STRIPPARTW/ REFPO,INTERNAL REVISION,0.0
2422,WCSPPARTW/ REFPO,INTERNAL REVISION,0.0
2423,JAGUARPARTW/ REFPO,INTERNAL REVISION,0.0
2424,BGATSOCKET & LIDW/ REFPO,INTERNAL REVISION,0.0
2425,FPSOCKET & LIDW/ REFPO,INTERNAL REVISION,0.0
2426,LGATSOCKET & LIDW/ REFPO,INTERNAL REVISION,0.0
2427,OTQSOCKET & LIDW/ REFPO,INTERNAL REVISION,0.0
2428,QFNSOCKET & LIDW/ REFPO,INTERNAL REVISION,0.0
2429,STRIPSOCKET & LIDW/ REFPO,INTERNAL REVISION,0.0
2430,WCSPSOCKET & LIDW/ REFPO,INTERNAL REVISION,0.0
2431,JAGUARSOCKET & LIDW/ REFPO,INTERNAL REVISION,0.0
2432,BGATSOCKETNEWINQUIRY,FINAL CHECKING,0.0
2433,FPSOCKETNEWINQUIRY,FINAL CHECKING,0.0
2434,LGATSOCKETNEWINQUIRY,FINAL CHECKING,0.0
2435,OTQSOCKETNEWINQUIRY,FINAL CHECKING,0.0
2436,QFNSOCKETNEWINQUIRY,FINAL CHECKING,0.0
2437,STRIPSOCKETNEWINQUIRY,FINAL CHECKING,0.0
2438,WCSPSOCKETNEWINQUIRY,FINAL CHECKING,0.0
2439,JAGUARSOCKETNEWINQUIRY,FINAL CHECKING,0.0
2440,BGATLIDNEWINQUIRY,FINAL CHECKING,0.0
2441,FPLIDNEWINQUIRY,FINAL CHECKING,0.0
2442,LGATLIDNEWINQUIRY,FINAL CHECKING,0.0
