,PRODUCT-ASSY TYPE,Task,Takt
2851,QFNSOCKETW/ REFINQUIRY,UPLOAD,0.0
2852,STRIPSOCKETW/ REFINQUIRY,UPLOAD,0.0
2853,WCSPSOCKETW/ REFINQUIRY,UPLOAD,0.0
2854,JAGUARSOCKETW/ REFINQUIRY,UPLOAD,0.0
2855,BGATLIDW/ REFINQUIRY,UPLOAD,0.0
2856,FPLIDW/ REFINQUIRY,UPLOAD,0.0
2857,LGATLIDW/ REFINQUIRY,UPLOAD,0.0
2858,OTQLIDW/ REFINQUIRY,UPLOAD,0.0
2859,QFNLIDW/ REFINQUIRY,UPLOAD,0.0
2860,STRIPLIDW/ REFINQUIRY,UPLOAD,0.0
2861,WCSPLIDW/ REFINQUIRY,UPLOAD,0.0
2862,JAGUARLIDW/ REFINQUIRY,UPLOAD,0.0
2863,BGATSOCKET & LIDW/ REFINQUIRY,UPLOAD,0.0
2864,FPSOCKET & LIDW/ REFINQUIRY,UPLOAD,0.0
2865,LGATSOCKET & LIDW/ REFINQUIRY,UPLOAD,0.0
2866,OTQSOCKET & LIDW/ REFINQUIRY,UPLOAD,0.0
2867,QFNSOCKET & LIDW/ REFINQUIRY,UPLOAD,0.0
2868,STRIPSOCKET & LIDW/ REFINQUIRY,UPLOAD,0.0
2869,WCSPSOCKET & LIDW/ REFINQUIRY,UPLOAD,0.0
2870,JAGUARSOCKET & LIDW/ REFINQUIRY,UPLOAD,0.0
2871,BGATPARTW/ REFINQUIRY,UPLOAD,0.0
2872,FPPARTW/ REFINQUIRY,UPLOAD,0.0
2873,LGATPARTW/ REFINQUIRY,UPLOAD,0.0
2874,OTQPARTW/ REFINQUIRY,UPLOAD,0.0
2875,QFNPARTW/ REFINQUIRY,UPLOAD,0.0
2876,STRIPPARTW/ REFINQUIRY,UPLOAD,0.0
2877,WCSPPARTW/ REFINQUIRY,UPLOAD,0.0
2878,JAGUARPARTW/ REFINQUIRY,UPLOAD,0.0
2879,BGATSOCKETNEWPO,UPLOAD,0.5
2880,FPSOCKETNEWPO,UPLOAD,0.5
2881,LGATSOCKETNEWPO,UPLOAD,0.5
2882,OTQSOCKETNEWPO,UPLOAD,0.5
2883,QFNSOCKETNEWPO,UPLOAD,0.5
2884,STRIPSOCKETNEWPO,UPLOAD,0.5
2885,WCSPSOCKETNEWPO,UPLOAD,0.5
2886,JAGUARSOCKETNEWPO,UPLOAD,2.0
2887,BGATLIDNEWPO,UPLOAD,0.5
2888,FPLIDNEWPO,UPLOAD,0.5
2889,LGATLIDNEWPO,UPLOAD,0.5
2890,OTQLIDNEWPO,UPLOAD,0.5
2891,QFNLIDNEWPO,UPLOAD,0.5
2892,STRIPLIDNEWPO,UPLOAD,0.5
2893,WCSPLIDNEWPO,UPLOAD,0.5
2894,JAGUARLIDNEWPO,UPLOAD,2.0
2895,BGATPARTNEWPO,UPLOAD,0.5
2896,FPPARTNEWPO,UPLOAD,0.5
2897,LGATPARTNEWPO,UPLOAD,0.5
2898,OTQPARTNEWPO,UPLOAD,0.5
2899,QFNPARTNEWPO,UPLOAD,0.5
2900,STRIPPARTNEWPO,UPLOAD,0.5
2901,WCSPPARTNEWPO,UPLOAD,0.5
2902,JAGUARPARTNEWPO,UPLOAD,0.5
2903,BGATSOCKET & LIDNEWPO,UPLOAD,0.5
2904,FPSOCKET & LIDNEWPO,UPLOAD,0.5
2905,LGATSOCKET & LIDNEWPO,UPLOAD,0.5
2906,OTQSOCKET & LIDNEWPO,UPLOAD,0.5
2907,QFNSOCKET & LIDNEWPO,UPLOAD,0.5
2908,STRIPSOCKET & LIDNEWPO,UPLOAD,0.5
2909,WCSPSOCKET & LIDNEWPO,UPLOAD,0.5
2910,JAGUARSOCKET & LIDNEWPO,UPLOAD,4.0
2911,BGATSOCKETW/ REFPO,UPLOAD,0.0
2912,FPSOCKETW/ REFPO,UPLOAD,0.0
2913,LGATSOCKETW/ REFPO,UPLOAD,0.0
2914,OTQSOCKETW/ REFPO,UPLOAD,0.0
2915,QFNSOCKETW/ REFPO,UPLOAD,0.0
2916,STRIPSOCKETW/ REFPO,UPLOAD,0.0
2917,WCSPSOCKETW/ REFPO,UPLOAD,0.0
2918,JAGUARSOCKETW/ REFPO,UPLOAD,0.0
2919,BGATLIDW/ REFPO,UPLOAD,0.0
2920,FPLIDW/ REFPO,UPLOAD,0.0
2921,LGATLIDW/ REFPO,UPLOAD,0.0
2922,OTQLIDW/ REFPO,UPLOAD,0.0
2923,QFNLIDW/ REFPO,UPLOAD,0.0
2924,STRIPLIDW/ REFPO,UPLOAD,0.0
2925,WCSPLIDW/ REFPO,UPLOAD,0.0
2926,JAGUARLIDW/ REFPO,UPLOAD,0.0
2927,BGATPARTW/ REFPO,UPLOAD,0.0
2928,FPPARTW/ REFPO,UPLOAD,0.0
2929,LGATPARTW/ REFPO,UPLOAD,0.0
2930,OTQPARTW/ REFPO,UPLOAD,0.0
2931,QFNPARTW/ REFPO,UPLOAD,0.0
2932,STRIPPARTW/ REFPO,UPLOAD,0.0
2933,WCSPPARTW/ REFPO,UPLOAD,0.0
2934,JAGUARPARTW/ REFPO,UPLOAD,0.0
2935,BGATSOCKET & LIDW/ REFPO,UPLOAD,0.0
2936,FPSOCKET & LIDW/ REFPO,UPLOAD,0.0
2937,LGATSOCKET & LIDW/ REFPO,UPLOAD,0.0
2938,OTQSOCKET & LIDW/ REFPO,UPLOAD,0.0
2939,QFNSOCKET & LIDW/ REFPO,UPLOAD,0.0
2940,STRIPSOCKET & LIDW/ REFPO,UPLOAD,0.0
2941,WCSPSOCKET & LIDW/ REFPO,UPLOAD,0.0
2942,JAGUARSOCKET & LIDW/ REFPO,UPLOAD,0.0
2943,BGATSOCKETNEWINQUIRY,CHECKING,0.0
2944,FPSOCKETNEWINQUIRY,CHECKING,0.0
2945,LGATSOCKETNEWINQUIRY,CHECKING,0.0
2946,OTQSOCKETNEWINQUIRY,CHECKING,0.0
2947,QFNSOCKETNEWINQUIRY,CHECKING,0.0
2948,STRIPSOCKETNEWINQUIRY,CHECKING,0.0
2949,WCSPSOCKETNEWINQUIRY,CHECKING,0.0
2950,JAGUARSOCKETNEWINQUIRY,CHECKING,0.0
2951,BGATLIDNEWINQUIRY,CHECKING,0.0
2952,FPLIDNEWINQUIRY,CHECKING,0.0
2953,LGATLIDNEWINQUIRY,CHECKING,0.0
2954,OTQLIDNEWINQUIRY,CHECKING,0.0
2955,QFNLIDNEWINQUIRY,CHECKING,0.0
2956,STRIPLIDNEWINQUIRY,CHECKING,0.0
2957,WCSPLIDNEWINQUIRY,CHECKING,0.0
2958,JAGUARLIDNEWINQUIRY,CHECKING,0.0
2959,BGATSOCKET & LIDNEWINQUIRY,CHECKING,0.0
2960,FPSOCKET & LIDNEWINQUIRY,CHECKING,0.0
2961,LGATSOCKET & LIDNEWINQUIRY,CHECKING,0.0
2962,OTQSOCKET & LIDNEWINQUIRY,CHECKING,0.0
2963,QFNSOCKET & LIDNEWINQUIRY,CHECKING,0.0
2964,STRIPSOCKET & LIDNEWINQUIRY,CHECKING,0.0
2965,WCSPSOCKET & LIDNEWINQUIRY,CHECKING,0.0
2966,JAGUARSOCKET & LIDNEWINQUIRY,CHECKING,0.0
2967,BGATPARTNEWINQUIRY,CHECKING,0.0
2968,FPPARTNEWINQUIRY,CHECKING,0.0
2969,LGATPARTNEWINQUIRY,CHECKING,0.0
2970,OTQPARTNEWINQUIRY,CHECKING,0.0
2971,QFNPARTNEWINQUIRY,CHECKING,0.0
2972,STRIPPARTNEWINQUIRY,CHECKING,0.0
2973,WCSPPARTNEWINQUIRY,CHECKING,0.0
2974,JAGUARPARTNEWINQUIRY,CHECKING,0.0
2975,BGATSOCKETW/ REFINQUIRY,CHECKING,0.0
2976,FPSOCKETW/ REFINQUIRY,CHECKING,0.0
2977,LGATSOCKETW/ REFINQUIRY,CHECKING,0.0
2978,OTQSOCKETW/ REFINQUIRY,CHECKING,0.0
2979,QFNSOCKETW/ REFINQUIRY,CHECKING,0.0
2980,STRIPSOCKETW/ REFINQUIRY,CHECKING,0.0
2981,WCSPSOCKETW/ REFINQUIRY,CHECKING,0.0
2982,JAGUARSOCKETW/ REFINQUIRY,CHECKING,0.0
2983,BGATLIDW/ REFINQUIRY,CHECKING,0.0
2984,FPLIDW/ REFINQUIRY,CHECKING,0.0
2985,LGATLIDW/ REFINQUIRY,CHECKING,0.0
2986,OTQLIDW/ REFINQUIRY,CHECKING,0.0
2987,QFNLIDW/ REFINQUIRY,CHECKING,0.0
2988,STRIPLIDW/ REFINQUIRY,CHECKING,0.0
2989,WCSPLIDW/ REFINQUIRY,CHECKING,0.0
2990,JAGUARLIDW/ REFINQUIRY,CHECKING,0.0
2991,BGATSOCKET & LIDW/ REFINQUIRY,CHECKING,0.0
2992,FPSOCKET & LIDW/ REFINQUIRY,CHECKING,0.0
2993,LGATSOCKET & LIDW/ REFINQUIRY,CHECKING,0.0
2994,OTQSOCKET & LIDW/ REFINQUIRY,CHECKING,0.0
2995,QFNSOCKET & LIDW/ REFINQUIRY,CHECKING,0.0
2996,STRIPSOCKET & LIDW/ REFINQUIRY,CHECKING,0.0
2997,WCSPSOCKET & LIDW/ REFINQUIRY,CHECKING,0.0
2998,JAGUARSOCKET & LIDW/ REFINQUIRY,CHECKING,0.0
2999,BGATPARTW/ REFINQUIRY,CHECKING,0.0
3000,FPPARTW/ REFINQUIRY,CHECKING,0.0
3001,LGATPARTW/ REFINQUIRY,CHECKING,0.0
3002,OTQPARTW/ REFINQUIRY,CHECKING,0.0
3003,QFNPARTW/ REFINQUIRY,CHECKING,0.0
3004,STRIPPARTW/ REFINQUIRY,CHECKING,0.0
3005,WCSPPARTW/ REFINQUIRY,CHECKING,0.0
3006,JAGUARPARTW/ REFINQUIRY,CHECKING,0.0
3007,BGATSOCKETNEWPO,CHECKING,0.5
3008,FPSOCKETNEWPO,CHECKING,0.5
3009,LGATSOCKETNEWPO,CHECKING,0.5
3010,OTQSOCKETNEWPO,CHECKING,0.5
3011,QFNSOCKETNEWPO,CHECKING,0.5
3012,STRIPSOCKETNEWPO,CHECKING,0.5
3013,WCSPSOCKETNEWPO,CHECKING,0.5
3014,JAGUARSOCKETNEWPO,CHECKING,2.0
3015,BGATLIDNEWPO,CHECKING,0.5
3016,FPLIDNEWPO,CHECKING,0.5
3017,LGATLIDNEWPO,CHECKING,0.5
3018,OTQLIDNEWPO,CHECKING,0.5
3019,QFNLIDNEWPO,CHECKING,0.5
3020,STRIPLIDNEWPO,CHECKING,0.5
3021,WCSPLIDNEWPO,CHECKING,0.5
3022,JAGUARLIDNEWPO,CHECKING,2.0
3023,BGATPARTNEWPO,CHECKING,0.5
3024,FPPARTNEWPO,CHECKING,0.5
3025,LGATPARTNEWPO,CHECKING,0.5
3026,OTQPARTNEWPO,CHECKING,0.5
3027,QFNPARTNEWPO,CHECKING,0.5
3028,STRIPPARTNEWPO,CHECKING,0.5
3029,WCSPPARTNEWPO,CHECKING,0.5
3030,JAGUARPARTNEWPO,CHECKING,0.5
3031,BGATSOCKET & LIDNEWPO,CHECKING,0.5
3032,FPSOCKET & LIDNEWPO,CHECKING,0.5
3033,LGATSOCKET & LIDNEWPO,CHECKING,0.5
3034,OTQSOCKET & LIDNEWPO,CHECKING,0.5
3035,QFNSOCKET & LIDNEWPO,CHECKING,0.5
3036,STRIPSOCKET & LIDNEWPO,CHECKING,0.5
3037,WCSPSOCKET & LIDNEWPO,CHECKING,0.5
3038,JAGUARSOCKET & LIDNEWPO,CHECKING,4.0
3039,BGATSOCKETW/ REFPO,CHECKING,0.0
3040,FPSOCKETW/ REFPO,CHECKING,0.0
3041,LGATSOCKETW/ REFPO,CHECKING,0.0
3042,OTQSOCKETW/ REFPO,CHECKING,0.0
3043,QFNSOCKETW/ REFPO,CHECKING,0.0
3044,STRIPSOCKETW/ REFPO,CHECKING,0.0
3045,WCSPSOCKETW/ REFPO,CHECKING,0.0
3046,JAGUARSOCKETW/ REFPO,CHECKING,0.0
3047,BGATLIDW/ REFPO,CHECKING,0.0
3048,FPLIDW/ REFPO,CHECKING,0.0
3049,LGATLIDW/ REFPO,CHECKING,0.0
3050,OTQLIDW/ REFPO,CHECKING,0.0
3051,QFNLIDW/ REFPO,CHECKING,0.0
3052,STRIPLIDW/ REFPO,CHECKING,0.0
3053,WCSPLIDW/ REFPO,CHECKING,0.0
3054,JAGUARLIDW/ REFPO,CHECKING,0.0
3055,BGATPARTW/ REFPO,CHECKING,0.0
3056,FPPARTW/ REFPO,CHECKING,0.0
3057,LGATPARTW/ REFPO,CHECKING,0.0
3058,OTQPARTW/ REFPO,CHECKING,0.0
3059,QFNPARTW/ REFPO,CHECKING,0.0
3060,STRIPPARTW/ REFPO,CHECKING,0.0
3061,WCSPPARTW/ REFPO,CHECKING,0.0
3062,JAGUARPARTW/ REFPO,CHECKING,0.0
3063,BGATSOCKET & LIDW/ REFPO,CHECKING,0.0
3064,FPSOCKET & LIDW/ REFPO,CHECKING,0.0
3065,LGATSOCKET & LIDW/ REFPO,CHECKING,0.0
3066,OTQSOCKET & LIDW/ REFPO,CHECKING,0.0
3067,QFNSOCKET & LIDW/ REFPO,CHECKING,0.0
3068,STRIPSOCKET & LIDW/ REFPO,CHECKING,0.0
3069,WCSPSOCKET & LIDW/ REFPO,CHECKING,0.0
3070,JAGUARSOCKET & LIDW/ REFPO,CHECKING,0.0
3071,BGATSOCKETNEWINQUIRY,APPROVAL,0.0
3072,FPSOCKETNEWINQUIRY,APPROVAL,0.0
3073,LGATSOCKETNEWINQUIRY,APPROVAL,0.0
3074,OTQSOCKETNEWINQUIRY,APPROVAL,0.0
3075,QFNSOCKETNEWINQUIRY,APPROVAL,0.0
3076,STRIPSOCKETNEWINQUIRY,APPROVAL,0.0
3077,WCSPSOCKETNEWINQUIRY,APPROVAL,0.0
3078,JAGUARSOCKETNEWINQUIRY,APPROVAL,0.0
3079,BGATLIDNEWINQUIRY,APPROVAL,0.0
3080,FPLIDNEWINQUIRY,APPROVAL,0.0
3081,LGATLIDNEWINQUIRY,APPROVAL,0.0
3082,OTQLIDNEWINQUIRY,APPROVAL,0.0
3083,QFNLIDNEWINQUIRY,APPROVAL,0.0
3084,STRIPLIDNEWINQUIRY,APPROVAL,0.0
3085,WCSPLIDNEWINQUIRY,APPROVAL,0.0
3086,JAGUARLIDNEWINQUIRY,APPROVAL,0.0
3087,BGATSOCKET & LIDNEWINQUIRY,APPROVAL,0.0
3088,FPSOCKET & LIDNEWINQUIRY,APPROVAL,0.0
3089,LGATSOCKET & LIDNEWINQUIRY,APPROVAL,0.0
3090,OTQSOCKET & LIDNEWINQUIRY,APPROVAL,0.0
3091,QFNSOCKET & LIDNEWINQUIRY,APPROVAL,0.0
3092,STRIPSOCKET & LIDNEWINQUIRY,APPROVAL,0.0
3093,WCSPSOCKET & LIDNEWINQUIRY,APPROVAL,0.0
3094,JAGUARSOCKET & LIDNEWINQUIRY,APPROVAL,0.0
3095,BGATPARTNEWINQUIRY,APPROVAL,0.0
3096,FPPARTNEWINQUIRY,APPROVAL,0.0
3097,LGATPARTNEWINQUIRY,APPROVAL,0.0
3098,OTQPARTNEWINQUIRY,APPROVAL,0.0
3099,QFNPARTNEWINQUIRY,APPROVAL,0.0
3100,STRIPPARTNEWINQUIRY,APPROVAL,0.0
3101,WCSPPARTNEWINQUIRY,APPROVAL,0.0
3102,JAGUARPARTNEWINQUIRY,APPROVAL,0.0
3103,BGATSOCKETW/ REFINQUIRY,APPROVAL,0.0
3104,FPSOCKETW/ REFINQUIRY,APPROVAL,0.0
3105,LGATSOCKETW/ REFINQUIRY,APPROVAL,0.0
3106,OTQSOCKETW/ REFINQUIRY,APPROVAL,0.0
3107,QFNSOCKETW/ REFINQUIRY,APPROVAL,0.0
3108,STRIPSOCKETW/ REFINQUIRY,APPROVAL,0.0
3109,WCSPSOCKETW/ REFINQUIRY,APPROVAL,0.0
3110,JAGUARSOCKETW/ REFINQUIRY,APPROVAL,0.0
3111,BGATLIDW/ REFINQUIRY,APPROVAL,0.0
3112,FPLIDW/ REFINQUIRY,APPROVAL,0.0
3113,LGATLIDW/ REFINQUIRY,APPROVAL,0.0
3114,OTQLIDW/ REFINQUIRY,APPROVAL,0.0
3115,QFNLIDW/ REFINQUIRY,APPROVAL,0.0
3116,STRIPLIDW/ REFINQUIRY,APPROVAL,0.0
3117,WCSPLIDW/ REFINQUIRY,APPROVAL,0.0
3118,JAGUARLIDW/ REFINQUIRY,APPROVAL,0.0
3119,BGATSOCKET & LIDW/ REFINQUIRY,APPROVAL,0.0
3120,FPSOCKET & LIDW/ REFINQUIRY,APPROVAL,0.0
3121,LGATSOCKET & LIDW/ REFINQUIRY,APPROVAL,0.0
3122,OTQSOCKET & LIDW/ REFINQUIRY,APPROVAL,0.0
3123,QFNSOCKET & LIDW/ REFINQUIRY,APPROVAL,0.0
3124,STRIPSOCKET & LIDW/ REFINQUIRY,APPROVAL,0.0
3125,WCSPSOCKET & LIDW/ REFINQUIRY,APPROVAL,0.0
3126,JAGUARSOCKET & LIDW/ REFINQUIRY,APPROVAL,0.0
3127,BGATPARTW/ REFINQUIRY,APPROVAL,0.0
3128,FPPARTW/ REFINQUIRY,APPROVAL,0.0
3129,LGATPARTW/ REFINQUIRY,APPROVAL,0.0
3130,OTQPARTW/ REFINQUIRY,APPROVAL,0.0
3131,QFNPARTW/ REFINQUIRY,APPROVAL,0.0
3132,STRIPPARTW/ REFINQUIRY,APPROVAL,0.0
3133,WCSPPARTW/ REFINQUIRY,APPROVAL,0.0
3134,JAGUARPARTW/ REFINQUIRY,APPROVAL,0.0
3135,BGATSOCKETNEWPO,APPROVAL,0.5
3136,FPSOCKETNEWPO,APPROVAL,0.5
3137,LGATSOCKETNEWPO,APPROVAL,0.5
3138,OTQSOCKETNEWPO,APPROVAL,0.5
3139,QFNSOCKETNEWPO,APPROVAL,0.5
3140,STRIPSOCKETNEWPO,APPROVAL,0.5
3141,WCSPSOCKETNEWPO,APPROVAL,0.5
3142,JAGUARSOCKETNEWPO,APPROVAL,2.0
3143,BGATLIDNEWPO,APPROVAL,0.5
3144,FPLIDNEWPO,APPROVAL,0.5
3145,LGATLIDNEWPO,APPROVAL,0.5
3146,OTQLIDNEWPO,APPROVAL,0.5
3147,QFNLIDNEWPO,APPROVAL,0.5
3148,STRIPLIDNEWPO,APPROVAL,0.5
3149,WCSPLIDNEWPO,APPROVAL,0.5
3150,JAGUARLIDNEWPO,APPROVAL,2.0
3151,BGATPARTNEWPO,APPROVAL,0.5
3152,FPPARTNEWPO,APPROVAL,0.5
3153,LGATPARTNEWPO,APPROVAL,0.5
3154,OTQPARTNEWPO,APPROVAL,0.5
3155,QFNPARTNEWPO,APPROVAL,0.5
3156,STRIPPARTNEWPO,APPROVAL,0.5
3157,WCSPPARTNEWPO,APPROVAL,0.5
3158,JAGUARPARTNEWPO,APPROVAL,0.5
3159,BGATSOCKET & LIDNEWPO,APPROVAL,0.5
3160,FPSOCKET & LIDNEWPO,APPROVAL,0.5
3161,LGATSOCKET & LIDNEWPO,APPROVAL,0.5
3162,OTQSOCKET & LIDNEWPO,APPROVAL,0.5
3163,QFNSOCKET & LIDNEWPO,APPROVAL,0.5
3164,STRIPSOCKET & LIDNEWPO,APPROVAL,0.5
3165,WCSPSOCKET & LIDNEWPO,APPROVAL,0.5
3166,JAGUARSOCKET & LIDNEWPO,APPROVAL,4.0
3167,BGATSOCKETW/ REFPO,APPROVAL,0.0
3168,FPSOCKETW/ REFPO,APPROVAL,0.0
3169,LGATSOCKETW/ REFPO,APPROVAL,0.0
3170,OTQSOCKETW/ REFPO,APPROVAL,0.0
3171,QFNSOCKETW/ REFPO,APPROVAL,0.0
3172,STRIPSOCKETW/ REFPO,APPROVAL,0.0
3173,WCSPSOCKETW/ REFPO,APPROVAL,0.0
3174,JAGUARSOCKETW/ REFPO,APPROVAL,0.0
3175,BGATLIDW/ REFPO,APPROVAL,0.0
3176,FPLIDW/ REFPO,APPROVAL,0.0
3177,LGATLIDW/ REFPO,APPROVAL,0.0
3178,OTQLIDW/ REFPO,APPROVAL,0.0
3179,QFNLIDW/ REFPO,APPROVAL,0.0
3180,STRIPLIDW/ REFPO,APPROVAL,0.0
3181,WCSPLIDW/ REFPO,APPROVAL,0.0
3182,JAGUARLIDW/ REFPO,APPROVAL,0.0
3183,BGATPARTW/ REFPO,APPROVAL,0.0
3184,FPPARTW/ REFPO,APPROVAL,0.0
3185,LGATPARTW/ REFPO,APPROVAL,0.0
3186,OTQPARTW/ REFPO,APPROVAL,0.0
3187,QFNPARTW/ REFPO,APPROVAL,0.0
3188,STRIPPARTW/ REFPO,APPROVAL,0.0
3189,WCSPPARTW/ REFPO,APPROVAL,0.0
3190,JAGUARPARTW/ REFPO,APPROVAL,0.0
3191,BGATSOCKET & LIDW/ REFPO,APPROVAL,0.0
3192,FPSOCKET & LIDW/ REFPO,APPROVAL,0.0
3193,LGATSOCKET & LIDW/ REFPO,APPROVAL,0.0
3194,OTQSOCKET & LIDW/ REFPO,APPROVAL,0.0
3195,QFNSOCKET & LIDW/ REFPO,APPROVAL,0.0
3196,STRIPSOCKET & LIDW/ REFPO,APPROVAL,0.0
3197,WCSPSOCKET & LIDW/ REFPO,APPROVAL,0.0
3198,JAGUARSOCKET & LIDW/ REFPO,APPROVAL,0.0
3199,BGATSOCKETNEWINQUIRY,MESLINK,0.0
3200,FPSOCKETNEWINQUIRY,MESLINK,0.0
3201,LGATSOCKETNEWINQUIRY,MESLINK,0.0
3202,OTQSOCKETNEWINQUIRY,MESLINK,0.0
3203,QFNSOCKETNEWINQUIRY,MESLINK,0.0
3204,STRIPSOCKETNEWINQUIRY,MESLINK,0.0
3205,WCSPSOCKETNEWINQUIRY,MESLINK,0.0
3206,JAGUARSOCKETNEWINQUIRY,MESLINK,0.0
3207,BGATLIDNEWINQUIRY,MESLINK,0.0
3208,FPLIDNEWINQUIRY,MESLINK,0.0
3209,LGATLIDNEWINQUIRY,MESLINK,0.0
3210,OTQLIDNEWINQUIRY,MESLINK,0.0
3211,QFNLIDNEWINQUIRY,MESLINK,0.0
3212,STRIPLIDNEWINQUIRY,MESLINK,0.0
3213,WCSPLIDNEWINQUIRY,MESLINK,0.0
3214,JAGUARLIDNEWINQUIRY,MESLINK,0.0
3215,BGATSOCKET & LIDNEWINQUIRY,MESLINK,0.0
3216,FPSOCKET & LIDNEWINQUIRY,MESLINK,0.0
3217,LGATSOCKET & LIDNEWINQUIRY,MESLINK,0.0
3218,OTQSOCKET & LIDNEWINQUIRY,MESLINK,0.0
3219,QFNSOCKET & LIDNEWINQUIRY,MESLINK,0.0
3220,STRIPSOCKET & LIDNEWINQUIRY,MESLINK,0.0
3221,WCSPSOCKET & LIDNEWINQUIRY,MESLINK,0.0
3222,JAGUARSOCKET & LIDNEWINQUIRY,MESLINK,0.0
3223,BGATPARTNEWINQUIRY,MESLINK,0.0
3224,FPPARTNEWINQUIRY,MESLINK,0.0
3225,LGATPARTNEWINQUIRY,MESLINK,0.0
3226,OTQPARTNEWINQUIRY,MESLINK,0.0
3227,QFNPARTNEWINQUIRY,MESLINK,0.0
3228,STRIPPARTNEWINQUIRY,MESLINK,0.0
3229,WCSPPARTNEWINQUIRY,MESLINK,0.0
3230,JAGUARPARTNEWINQUIRY,MESLINK,0.0
3231,BGATSOCKETW/ REFINQUIRY,MESLINK,0.0
3232,FPSOCKETW/ REFINQUIRY,MESLINK,0.0
3233,LGATSOCKETW/ REFINQUIRY,MESLINK,0.0
3234,OTQSOCKETW/ REFINQUIRY,MESLINK,0.0
3235,QFNSOCKETW/ REFINQUIRY,MESLINK,0.0
3236,STRIPSOCKETW/ REFINQUIRY,MESLINK,0.0
3237,WCSPSOCKETW/ REFINQUIRY,MESLINK,0.0
3238,JAGUARSOCKETW/ REFINQUIRY,MESLINK,0.0
3239,BGATLIDW/ REFINQUIRY,MESLINK,0.0
3240,FPLIDW/ REFINQUIRY,MESLINK,0.0
3241,LGATLIDW/ REFINQUIRY,MESLINK,0.0
3242,OTQLIDW/ REFINQUIRY,MESLINK,0.0
3243,QFNLIDW/ REFINQUIRY,MESLINK,0.0
3244,STRIPLIDW/ REFINQUIRY,MESLINK,0.0
3245,WCSPLIDW/ REFINQUIRY,MESLINK,0.0
3246,JAGUARLIDW/ REFINQUIRY,MESLINK,0.0
3247,BGATSOCKET & LIDW/ REFINQUIRY,MESLINK,0.0
3248,FPSOCKET & LIDW/ REFINQUIRY,MESLINK,0.0
3249,LGATSOCKET & LIDW/ REFINQUIRY,MESLINK,0.0
3250,OTQSOCKET & LIDW/ REFINQUIRY,MESLINK,0.0
3251,QFNSOCKET & LIDW/ REFINQUIRY,MESLINK,0.0
3252,STRIPSOCKET & LIDW/ REFINQUIRY,MESLINK,0.0
3253,WCSPSOCKET & LIDW/ REFINQUIRY,MESLINK,0.0
3254,JAGUARSOCKET & LIDW/ REFINQUIRY,MESLINK,0.0
3255,BGATPARTW/ REFINQUIRY,MESLINK,0.0
3256,FPPARTW/ REFINQUIRY,MESLINK,0.0
3257,LGATPARTW/ REFINQUIRY,MESLINK,0.0
3258,OTQPARTW/ REFINQUIRY,MESLINK,0.0
3259,QFNPARTW/ REFINQUIRY,MESLINK,0.0
3260,STRIPPARTW/ REFINQUIRY,MESLINK,0.0
3261,WCSPPARTW/ REFINQUIRY,MESLINK,0.0
3262,BGATSOCKETNEWPO,MESLINK,0.5
3263,FPSOCKETNEWPO,MESLINK,0.5
3264,LGATSOCKETNEWPO,MESLINK,0.5
3265,OTQSOCKETNEWPO,MESLINK,0.5
3266,QFNSOCKETNEWPO,MESLINK,0.5
3267,STRIPSOCKETNEWPO,MESLINK,0.5
3268,WCSPSOCKETNEWPO,MESLINK,0.5
3269,JAGUARSOCKETNEWPO,MESLINK,2.0
3270,BGATLIDNEWPO,MESLINK,0.5
3271,FPLIDNEWPO,MESLINK,0.5
3272,LGATLIDNEWPO,MESLINK,0.5
3273,OTQLIDNEWPO,MESLINK,0.5
3274,QFNLIDNEWPO,MESLINK,0.5
3275,STRIPLIDNEWPO,MESLINK,0.5
3276,WCSPLIDNEWPO,MESLINK,0.5
3277,JAGUARLIDNEWPO,MESLINK,2.0
3278,BGATPARTNEWPO,MESLINK,0.5
3279,FPPARTNEWPO,MESLINK,0.5
3280,LGATPARTNEWPO,MESLINK,0.5
3281,OTQPARTNEWPO,MESLINK,0.5
3282,QFNPARTNEWPO,MESLINK,0.5
3283,STRIPPARTNEWPO,MESLINK,0.5
3284,WCSPPARTNEWPO,MESLINK,0.5
3285,JAGUARPARTNEWPO,MESLINK,0.5
3286,BGATSOCKET & LIDNEWPO,MESLINK,0.5
3287,FPSOCKET & LIDNEWPO,MESLINK,0.5
3288,LGATSOCKET & LIDNEWPO,MESLINK,0.5
3289,OTQSOCKET & LIDNEWPO,MESLINK,0.5
3290,QFNSOCKET & LIDNEWPO,MESLINK,0.5
3291,STRIPSOCKET & LIDNEWPO,MESLINK,0.5
3292,WCSPSOCKET & LIDNEWPO,MESLINK,0.5
3293,JAGUARSOCKET & LIDNEWPO,MESLINK,4.0
3294,BGATSOCKETW/ REFPO,MESLINK,0.0
3295,FPSOCKETW/ REFPO,MESLINK,0.0
3296,LGATSOCKETW/ REFPO,MESLINK,0.0
3297,OTQSOCKETW/ REFPO,MESLINK,0.0
3298,QFNSOCKETW/ REFPO,MESLINK,0.0
3299,STRIPSOCKETW/ REFPO,MESLINK,0.0
3300,WCSPSOCKETW/ REFPO,MESLINK,0.0
3301,JAGUARSOCKETW/ REFPO,MESLINK,0.0
3302,BGATLIDW/ REFPO,MESLINK,0.0
3303,FPLIDW/ REFPO,MESLINK,0.0
